5,8.298677119356299
10,11.388330569020688
15,11.806110021477686
20,14.420334786231736
25,14.989326569061976
30,15.576224476620125
35,18.96768485534345
40,16.35236196999319
45,19.788729948058197
50,18.665231679437692
55,18.134261844307865
60,19.151013303805406
65,20.425379574028927
70,22.119343268664924
75,21.412804794945295
80,19.55995022540348
85,23.793074565092088
90,19.689802053165373
95,21.365125905843357
100,20.15106990509914
105,24.800612839618108
110,21.378740911668544
115,24.11047131491006
120,22.667714347336638
125,22.78653919053391
130,21.45019074892957
135,23.936636974842138
140,25.383174173627413
145,26.292102475373838
150,24.76994220063697
