1,7.153863991981323
2,7.6334098762877804
3,7.425717232124896
4,7.123844877284179
5,7.107235193130081
6,7.487489073558095
7,7.062802071787621
8,7.564463762481284
9,7.54753797148976
10,7.386474894081758
11,7.279686054143866
12,7.102158757987928
13,7.068496387241189
14,7.251253138625431
15,7.082298726366033
16,7.114114676861059
17,7.363751472089724
18,7.3499334091153194
19,7.6837637642434125
20,7.602653898798703
21,7.462623050682401
22,7.292206976258647
23,7.069757298978136
24,7.383537657286764
25,7.192111697024329
26,7.1569095787888
27,7.332879274958919
28,7.341883358609724
29,7.532203121288608
30,7.456112200095628
