1,12.668177431785564
2,20.499838798867348
3,15.160886096030424
4,25.45054209871229
5,25.00834732679674
6,34.09645674474665
7,39.39603770745231
8,45.29147404320313
9,53.9427097372882
10,56.42098467275919
11,57.2068907663469
12,63.18513529018823
13,67.73899581031617
14,74.28217465622596
15,80.33258876025712
16,86.1214964421836
17,91.85344781244196
18,98.38406534269771
19,104.86999446109266
20,101.51043601865057
21,110.36160542477674
22,111.69008067806693
23,123.9159230057576
24,121.66724827492538
25,133.0995956921965
26,131.31101700332724
27,143.41321270668706
28,148.65664055607067
29,150.2745109097887
30,155.59622220260826
